model,accuracy,f1_macro,f1_weighted,recall_macro,precision_macro,bal_acc,mcc,binary_fpr,binary_recall,false_alarms_fp,missed_attacks_fn,train_s,predict_s,flows_per_sec,artifact_mb
catboost,0.9834575774072057,0.775107519443337,0.9792115364023021,0.7444349482170768,0.8495910216900687,0.7444349482170768,0.9450726448134322,0.0014711979563722933,0.9415431045794516,110,891,1164.441925799998,0.17647380000562407,510053.0503515617,10.441884
random_forest,0.9831465043161391,0.7289574771088674,0.9791514023297274,0.7053532545176522,0.7843278845771526,0.7053532545176522,0.9440167434130998,0.001551445117628964,0.9412150636399422,116,896,100.71898099999817,1.7238841999933356,52214.064030720845,21.601176
xgboost,0.9833686993811868,0.7020985089756405,0.9795399417016716,0.6786278000483328,0.7772806028420883,0.6786278000483328,0.9447748924796312,0.0015246960638767403,0.9431177010890959,114,867,72.75468929999624,0.6457809999992605,139383.16550053822,3.572766
lightgbm,0.9835908944462344,0.6818735803989945,0.9792910151555294,0.6708422075960766,0.7152043517194705,0.6708422075960766,0.9455086781694074,0.0011903328919739464,0.9416743209552552,89,889,46.27655059999961,5.143719200001215,17499.205633149402,8.742401
logistic_regression,0.9675817400095544,0.6725334003609016,0.9614842898295588,0.633283394993507,0.7518172743690771,0.633283394993507,0.8905493986535208,0.005443432438577486,0.8737042382889385,407,1925,63.96710249999887,0.017096600000513718,5264847.981311802,0.004477
stacking,0.9835908944462344,0.6579866156515425,0.9783684472777426,0.6385658145118638,0.6925853370436003,0.6385658145118638,0.945469591936343,0.00022736695689389987,0.9375410051174387,17,952,267.38422609999543,2.7080812999920454,33237.92383938562,13.397408
mlp,0.9807690171201298,0.6003178783516349,0.9757525224414993,0.5910315904303307,0.6297888115794957,0.5910315904303307,0.9360196546465405,0.0020864261926734342,0.9339325547828369,156,1007,81.86421469999186,0.1663632999989204,541050.8207073562,0.683351
