model,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,train_seconds,predict_seconds
lightgbm,0.9525777777777777,0.7168961960650732,0.6964788165193231,0.7168961960650732,0.695252830164805,0.9778154229386211,0.9525777777777777,0.96392298646578,26.14225559999977,3.262841200001276
random_forest,0.9662444444444445,0.7047432153587411,0.6952955137295992,0.7047432153587411,0.6858264434775712,0.9777073163748257,0.9662444444444445,0.9696889076379388,20.212169400001585,0.8763003999993089
xgboost,0.9157666666666666,0.6981589934679904,0.6784225304542554,0.6981589934679904,0.6763178179410251,0.9780943656896197,0.9157666666666666,0.9437947853871624,28.480535400001827,0.6716825000003155
mlp,0.9816444444444444,0.6727486546007128,0.6742249567591629,0.6727486546007128,0.6698016152185886,0.9717997673317411,0.9816444444444444,0.9764452659555598,52.59145350000108,0.07467650000035064
catboost,0.8570222222222222,0.7393752160905438,0.6571831046893255,0.7393752160905438,0.668623456626793,0.976179493316138,0.8570222222222222,0.9086534674112462,13.437103199998091,0.07982930000071065
logistic_regression,0.4138777777777778,0.7055177371250966,0.3897389582254833,0.7055177371250966,0.40866984283600744,0.9248350538785438,0.4138777777777778,0.5083608563191422,241.01351839999916,0.016641899997921428
